id,path,is_bee,is_wasp,is_otherinsect,is_other,photo_quality,is_validation,is_final_validation,label
183,bee1\14370176641_ac2bc3efb4_m.jpg,1,0,0,0,1,0,0,bee
184,bee1\14374032850_4af6cdf8e2_n.jpg,1,0,0,0,1,1,0,bee
185,bee1\14383884718_f733722580_n.jpg,1,0,0,0,1,0,0,bee
186,bee1\14383884858_fbc3311968_n.jpg,1,0,0,0,1,0,0,bee
187,bee1\1439007212_136df08bc2_w.jpg,1,0,0,0,1,0,0,bee
188,bee1\14402530052_9159691119_n.jpg,1,0,0,0,1,1,0,bee
189,bee1\14402556576_664112b8c1_n.jpg,1,0,0,0,1,0,0,bee
190,bee1\14402556576_664112b8c1_w.jpg,1,0,0,0,1,0,0,bee
191,bee1\14418016864_ea8015d533_n.jpg,1,0,0,0,1,0,1,bee
192,bee1\14432648236_2de7a4ff73_n.jpg,1,0,0,0,1,0,0,bee
193,bee1\14442155653_39667778e4_n.jpg,1,0,0,0,1,0,0,bee
194,bee1\14453275151_0f7ac39bd4_n.jpg,1,0,0,0,1,1,0,bee
195,bee1\14461086089_e071dfb2e5_n.jpg,1,0,0,0,1,0,0,bee
196,bee1\14462772008_83781a09ac_n.jpg,1,0,0,0,1,0,0,bee
197,bee1\14475714792_20599b2c57_m.jpg,1,0,0,0,1,0,0,bee
198,bee1\14475714792_20599b2c57_n.jpg,1,0,0,0,1,0,0,bee
199,bee1\145175589_a2ced08c88_m.jpg,1,0,0,0,1,0,0,bee
200,bee1\14523129328_45d7a46906_n.jpg,1,0,0,0,1,0,1,bee
201,bee1\14534670323_c3789b8bf8_m.jpg,1,0,0,0,1,0,0,bee
202,bee1\14538525841_9a5f0eef28_n.jpg,1,0,0,0,1,0,1,bee
203,bee1\14573782530_fc04759592_m.jpg,1,0,0,0,1,0,1,bee
204,bee1\14574021077_1875498f19_m.jpg,1,0,0,0,1,0,0,bee
205,bee1\14576770334_20c4c2c6f2_n.jpg,1,0,0,0,1,0,0,bee
206,bee1\14577771332_0be4989f05_n.jpg,1,0,0,0,1,0,1,bee
207,bee1\14578543205_002411e07c_n.jpg,1,0,0,0,1,0,0,bee
208,bee1\14604210333_0e5a830a77_n.jpg,1,0,0,0,1,1,0,bee
209,bee1\1460478996_2633154dc2_n.jpg,1,0,0,0,1,0,1,bee
210,bee1\1460555191_b054122fe4_m.jpg,1,0,0,0,1,0,0,bee
211,bee1\14612890354_daa8a96a7e_n.jpg,1,0,0,0,1,0,0,bee
212,bee1\14614327622_34f9b836e1_n.jpg,1,0,0,0,1,1,0,bee
213,bee1\14616084963_df6794b172_n.jpg,1,0,0,0,1,0,0,bee
214,bee1\14626153284_342e119bcb_m.jpg,1,0,0,0,1,0,0,bee
215,bee1\14658112595_fe9eb0129f_n.jpg,1,0,0,0,1,0,0,bee
216,bee1\14670800763_bdaa177fcd_m.jpg,1,0,0,0,1,0,0,bee
217,bee1\14691352628_097f63d0f7_n.jpg,1,0,0,0,1,0,0,bee
218,bee1\14696603375_e320d29017_n.jpg,1,0,0,0,1,0,1,bee
219,bee1\1470194403_ceffc814fb_n.jpg,1,0,0,0,1,0,0,bee
220,bee1\14706520715_f472aafeb8_n.jpg,1,0,0,0,1,1,0,bee
221,bee1\14710683850_8f2aa5cfa7_m.jpg,1,0,0,0,1,0,0,bee
222,bee1\14710819757_66341a9fe0_m.jpg,1,0,0,0,1,0,0,bee
223,bee1\14715854799_ca7323ebcd_n.jpg,1,0,0,0,1,0,1,bee
224,bee1\14743363565_a0e1126435_m.jpg,1,0,0,0,1,0,0,bee
225,bee1\14750201754_f9bc1939a4_n.jpg,1,0,0,0,1,0,1,bee
226,bee1\1475543393_80a729adcb_n.jpg,1,0,0,0,1,0,0,bee
227,bee1\14761803776_69f0575d43_m.jpg,1,0,0,0,1,0,0,bee
228,bee1\14762752142_f3cfddcaf4_n.jpg,1,0,0,0,1,0,0,bee
229,bee1\14773481592_1e5c082e2f_n.jpg,1,0,0,0,1,0,0,bee
230,bee1\14776205365_5517db432c_n.jpg,1,0,0,0,1,0,0,bee
231,bee1\14780347693_f829e7ef19_m.jpg,1,0,0,0,1,1,0,bee
232,bee1\14799502127_5f0142c79b_n.jpg,1,0,0,0,1,0,0,bee
233,bee1\14813531445_53270da350_n.jpg,1,0,0,0,1,0,0,bee
234,bee1\14813531445_53270da350_w.jpg,1,0,0,0,1,0,0,bee
235,bee1\14814994971_5a5a44a830_w.jpg,1,0,0,0,1,1,0,bee
236,bee1\14816317140_68f73f4634_n.jpg,1,0,0,0,1,0,1,bee
237,bee1\14816339879_b0041a4f72_n.jpg,1,0,0,0,1,0,0,bee
238,bee1\14817399887_0714ee6cbc_w.jpg,1,0,0,0,1,0,0,bee
239,bee1\14818373127_b0864de4ce_m.jpg,1,0,0,0,1,1,0,bee
240,bee1\14826387406_a7d980da89_w.jpg,1,0,0,0,1,0,0,bee
241,bee1\14837907723_e2f2a614d9_n.jpg,1,0,0,0,1,1,0,bee
242,bee1\14851901604_72c3f4d102_n.jpg,1,0,0,0,1,1,0,bee
243,bee1\14851901604_72c3f4d102_w.jpg,1,0,0,0,1,0,0,bee
244,bee1\14861715962_f13a20d2de_w.jpg,1,0,0,0,1,0,0,bee
245,bee1\14875512064_456a2c548f_n.jpg,1,0,0,0,1,0,1,bee
246,bee1\14889463320_d6908735dd_n.jpg,1,0,0,0,1,0,0,bee
247,bee1\14904836416_f4657d6c24_n.jpg,1,0,0,0,1,0,1,bee
248,bee1\1490626563_ba89dcb347_m.jpg,1,0,0,0,1,0,0,bee
249,bee1\14909926110_965c046fe4_n.jpg,1,0,0,0,1,1,0,bee
250,bee1\14910025167_a8319c79be_n.jpg,1,0,0,0,1,0,0,bee
251,bee1\14910845056_ca18a6f3df_n.jpg,1,0,0,0,1,1,0,bee
252,bee1\1491480918_b91b872e32_m.jpg,1,0,0,0,1,0,0,bee
253,bee1\14916622936_f54f58fe32_m.jpg,1,0,0,0,1,0,0,bee
254,bee1\14921829725_801e6153e8_m.jpg,1,0,0,0,1,0,0,bee
255,bee1\14928990665_5b4df43d83_n.jpg,1,0,0,0,1,1,0,bee
256,bee1\14936535461_a0071eef48_n.jpg,1,0,0,0,1,0,0,bee
257,bee1\14939263372_e0c05b7cf5_w.jpg,1,0,0,0,1,1,0,bee
258,bee1\14950153824_98c2718ccb_n.jpg,1,0,0,0,1,1,0,bee
259,bee1\1495355969_9d0d650873_n.jpg,1,0,0,0,1,1,0,bee
260,bee1\14976174511_c505e60288_n.jpg,1,0,0,0,1,1,0,bee
261,bee1\14999898371_00436c6be8_n.jpg,1,0,0,0,1,0,0,bee
262,bee1\15002672322_b8a87cda41_n.jpg,1,0,0,0,1,1,0,bee
263,bee1\15002977085_a84e9f9426_n.jpg,1,0,0,0,1,1,0,bee
264,bee1\15024075445_6cefddb968_n.jpg,1,0,0,0,1,1,0,bee
265,bee1\15035771349_6948f8c3d0_n.jpg,1,0,0,0,1,1,0,bee
266,bee1\15035771349_6948f8c3d0_w.jpg,1,0,0,0,1,0,0,bee
267,bee1\15035867940_b985c0bdd1_w.jpg,1,0,0,0,1,0,0,bee
268,bee1\15035987788_4cafee6130_n.jpg,1,0,0,0,1,0,0,bee
269,bee1\15036005497_20e739d0f6_n.jpg,1,0,0,0,1,0,0,bee
270,bee1\15051654568_4b4b165036_n.jpg,1,0,0,0,1,1,0,bee
271,bee1\15055502400_215571ca4b_n.jpg,1,0,0,0,1,0,0,bee
272,bee1\15056832696_cfcb7c8f4d_n.jpg,1,0,0,0,1,0,0,bee
273,bee1\15060661126_21289379ea_w.jpg,1,0,0,0,1,0,0,bee
274,bee1\15063164899_4b3d4e7082_w.jpg,1,0,0,0,1,0,1,bee
275,bee1\15077904502_5ce9ac549b_n.jpg,1,0,0,0,1,0,0,bee
276,bee1\15084760879_12829ba327_w.jpg,1,0,0,0,1,0,0,bee
277,bee1\15096051515_085c4b5935_n.jpg,1,0,0,0,1,1,0,bee
278,bee1\15096137154_cccef68a15_n.jpg,1,0,0,0,1,0,1,bee
279,bee1\15100450662_dfe4844ce5_w.jpg,1,0,0,0,1,0,1,bee
280,bee1\15104925958_dda2daaf0c_m.jpg,1,0,0,0,1,0,1,bee
281,bee1\15105557167_49d15c9ab4_n.jpg,1,0,0,0,1,1,0,bee
282,bee1\15106852281_3c69f0e3e3_n.jpg,1,0,0,0,1,1,0,bee
283,bee1\15122385408_6f5cb1f465_w.jpg,1,0,0,0,1,1,0,bee
284,bee1\1512796328_2991059819_m.jpg,1,0,0,0,1,0,1,bee
285,bee1\151570491_eb0ca1cd8a_n.jpg,1,0,0,0,1,0,1,bee
286,bee1\151628692_cfe6d9d85f_n.jpg,1,0,0,0,1,0,1,bee
287,bee1\15179150740_e42cb4419b_n.jpg,1,0,0,0,1,0,0,bee
288,bee1\15199525676_bcb0593291_n.jpg,1,0,0,0,1,0,1,bee
289,bee1\15199544966_9aaa5069c4_n.jpg,1,0,0,0,1,0,0,bee
290,bee1\15214646242_0a3a34dc28_n.jpg,1,0,0,0,1,0,0,bee
291,bee1\15217400786_e6c555b210_n.jpg,1,0,0,0,1,0,0,bee
292,bee1\15222177562_e4e0765357_n.jpg,1,0,0,0,1,0,0,bee
293,bee1\15222571805_d6423abc8d_n.jpg,1,0,0,0,1,0,0,bee
294,bee1\15224327823_f77183621b_n.jpg,1,0,0,0,1,0,0,bee
295,bee1\15238060796_a162dc784d_m.jpg,1,0,0,0,1,0,0,bee
296,bee1\15257956171_5d9c99bb15_n.jpg,1,0,0,0,1,0,0,bee
297,bee1\15292018805_5029a5b0ec_n.jpg,1,0,0,0,1,0,1,bee
298,bee1\15293311663_e4ac4b139b_n.jpg,1,0,0,0,1,1,0,bee
299,bee1\15293311663_e4ac4b139b_w.jpg,1,0,0,0,1,0,0,bee
300,bee1\15296624866_7d67d9f72b_m.jpg,1,0,0,0,1,0,1,bee
301,bee1\15302105348_5045be5dbf_n.jpg,1,0,0,0,1,0,1,bee
302,bee1\15327378137_8b5d0dbaf1_n.jpg,1,0,0,0,1,0,0,bee
303,bee1\153436046_33cc3622d8_m.jpg,1,0,0,0,1,0,0,bee
304,bee1\15354933787_324ff54f2e_w.jpg,1,0,0,0,1,0,0,bee
305,bee1\153570567_d25f2c6c31_n.jpg,1,0,0,0,1,0,0,bee
306,bee1\153570609_066e99e5f5_n.jpg,1,0,0,0,1,0,0,bee
307,bee1\153570655_c5e447c41b_n.jpg,1,0,0,0,1,0,0,bee
308,bee1\15368440362_0cf1f42a32_n.jpg,1,0,0,0,1,0,0,bee
309,bee1\15416104556_97c717e45a_m.jpg,1,0,0,0,1,1,0,bee
310,bee1\15562963941_eff0df49e5_m.jpg,1,0,0,0,1,0,0,bee
311,bee1\15565597655_b5f442ccc7_m.jpg,1,0,0,0,1,0,1,bee
312,bee1\15607481104_01fc57ed20_m.jpg,1,0,0,0,1,0,0,bee
313,bee1\15623977185_f6db0b810b_n.jpg,1,0,0,0,1,0,1,bee
314,bee1\15623977185_f6db0b810b_w.jpg,1,0,0,0,1,1,0,bee
315,bee1\1563576798_88b90e7646_n.jpg,1,0,0,0,1,0,0,bee
316,bee1\15725489768_f1de449d9a_w.jpg,1,0,0,0,1,0,1,bee
317,bee1\157899920_db4f071ab1_w.jpg,1,0,0,0,1,0,0,bee
318,bee1\15826356485_5c31cf2cee_n.jpg,1,0,0,0,1,1,0,bee
319,bee1\15989329971_e8b3c1a31a_n.jpg,1,0,0,0,1,0,1,bee
320,bee1\160111242_aa1692ed1c_n.jpg,1,0,0,0,1,0,0,bee
321,bee1\16018153915_240f9f525e_n.jpg,1,0,0,0,1,1,0,bee
322,bee1\161153461_2e6680cca5_m.jpg,1,0,0,0,1,0,0,bee
323,bee1\161153532_0a36546adf_m.jpg,1,0,0,0,1,0,0,bee
324,bee1\161484798_32f7e59426_m.jpg,1,0,0,0,1,0,0,bee
325,bee1\161484798_32f7e59426_n.jpg,1,0,0,0,1,0,0,bee
326,bee1\16155349420_9519312120_m.jpg,1,0,0,0,1,0,0,bee
327,bee1\16160360717_43d7784208_w.jpg,1,0,0,0,1,0,0,bee
328,bee1\161729029_06d42d6577_n.jpg,1,0,0,0,1,0,0,bee
329,bee1\161751396_bc967de8e1_n.jpg,1,0,0,0,1,0,0,bee
330,bee1\16205390856_8c86c96911_m.jpg,1,0,0,0,1,0,0,bee
331,bee1\16212507627_5376d15cbe_m.jpg,1,0,0,0,1,0,1,bee
332,bee1\16240161551_a5fa2bb4d2_n.jpg,1,0,0,0,1,0,0,bee
